"dt","LandAverageTemperature"
"1996-01-01","2.862"
"1996-02-01","4.0120000000000005"
"1996-03-01","5.524"
"1996-04-01","8.679"
"1996-05-01","11.588"
"1996-06-01","13.681"
"1996-07-01","14.827"
"1996-08-01","14.603"
"1996-09-01","12.294"
"1996-10-01","9.525"
"1996-11-01","6.5470000000000015"
"1996-12-01","4.325"
"1997-01-01","3.165"
"1997-02-01","3.766"
"1997-03-01","6.0120000000000005"
"1997-04-01","8.891"
"1997-05-01","11.593"
"1997-06-01","14.130999999999998"
"1997-07-01","14.565"
"1997-08-01","14.255999999999998"
"1997-09-01","12.685"
"1997-10-01","10.109"
"1997-11-01","6.841"
"1997-12-01","4.417"
"1998-01-01","3.3520000000000003"
"1998-02-01","4.8260000000000005"
"1998-03-01","6.023"
"1998-04-01","9.358"
"1998-05-01","12.291"
"1998-06-01","14.521"
"1998-07-01","15.34"
"1998-08-01","14.874"
"1998-09-01","12.672999999999998"
"1998-10-01","9.941"
"1998-11-01","6.404"
"1998-12-01","4.6690000000000005"
"1999-01-01","3.5439999999999996"
"1999-02-01","4.694"
"1999-03-01","5.53"
"1999-04-01","8.838"
"1999-05-01","11.706"
"1999-06-01","14.031"
"1999-07-01","14.853"
"1999-08-01","14.347999999999999"
"1999-09-01","12.723"
"1999-10-01","9.997"
"1999-11-01","6.5920000000000005"
"1999-12-01","4.565"
"2000-01-01","2.95"
"2000-02-01","4.184"
"2000-03-01","6.218999999999999"
"2000-04-01","9.552"
"2000-05-01","11.874"
"2000-06-01","14.06"
"2000-07-01","14.847999999999999"
"2000-08-01","14.519"
"2000-09-01","12.547"
"2000-10-01","9.486"
"2000-11-01","6.312"
"2000-12-01","3.863"
"2001-01-01","3.3360000000000003"
"2001-02-01","3.72"
"2001-03-01","6.207999999999999"
"2001-04-01","9.245"
"2001-05-01","12.271"
"2001-06-01","14.11"
"2001-07-01","15.161"
"2001-08-01","14.427"
"2001-09-01","12.736"
"2001-10-01","9.935"
"2001-11-01","7.319"
"2001-12-01","4.507"
"2002-01-01","4.026"
"2002-02-01","4.704"
"2002-03-01","6.772"
"2002-04-01","9.229"
"2002-05-01","12.248"
"2002-06-01","14.084000000000001"
"2002-07-01","15.354"
"2002-08-01","14.56"
"2002-09-01","12.95"
"2002-10-01","9.988"
"2002-11-01","6.892"
"2002-12-01","4.038"
"2003-01-01","3.9810000000000003"
"2003-02-01","4.085"
"2003-03-01","6.047999999999999"
"2003-04-01","9.154"
"2003-05-01","12.153"
"2003-06-01","14.017000000000001"
"2003-07-01","14.982999999999999"
"2003-08-01","14.691"
"2003-09-01","12.911"
"2003-10-01","10.424000000000001"
"2003-11-01","6.727"
"2003-12-01","5.132999999999999"
"2004-01-01","3.5250000000000004"
"2004-02-01","4.4990000000000006"
"2004-03-01","6.321000000000001"
"2004-04-01","9.249"
"2004-05-01","11.571"
"2004-06-01","13.889000000000001"
"2004-07-01","14.312000000000001"
"2004-08-01","14.187999999999999"
"2004-09-01","12.642000000000001"
"2004-10-01","10.127"
"2004-11-01","7.315"
"2004-12-01","4.257"
"2005-01-01","3.8080000000000003"
"2005-02-01","3.92"
"2005-03-01","6.5440000000000005"
"2005-04-01","9.618"
"2005-05-01","12.226"
"2005-06-01","14.476"
"2005-07-01","15.19"
"2005-08-01","14.51"
"2005-09-01","13.217"
"2005-10-01","10.601"
"2005-11-01","7.422999999999999"
"2005-12-01","4.878"
"2006-01-01","3.286"
"2006-02-01","4.43"
"2006-03-01","6.3290000000000015"
"2006-04-01","9.055"
"2006-05-01","11.786"
"2006-06-01","14.443"
"2006-07-01","15.042"
"2006-08-01","14.913"
"2006-09-01","12.875"
"2006-10-01","10.289000000000001"
"2006-11-01","6.955"
"2006-12-01","4.987"
"2007-01-01","4.5790000000000015"
"2007-02-01","4.221"
"2007-03-01","6.485"
"2007-04-01","9.823"
"2007-05-01","12.518"
"2007-06-01","14.309000000000001"
"2007-07-01","15.23"
"2007-08-01","14.752"
"2007-09-01","12.93"
"2007-10-01","10.332"
"2007-11-01","7.0840000000000005"
"2007-12-01","4.523"
"2008-01-01","2.8440000000000003"
"2008-02-01","3.576"
"2008-03-01","6.906000000000001"
"2008-04-01","9.295"
"2008-05-01","12.053999999999998"
"2008-06-01","14.145"
"2008-07-01","15.174000000000001"
"2008-08-01","14.377"
"2008-09-01","12.802"
"2008-10-01","10.399000000000001"
"2008-11-01","7.224"
"2008-12-01","4.385"
"2009-01-01","3.687"
"2009-02-01","4.093999999999999"
"2009-03-01","6.086"
"2009-04-01","9.367"
"2009-05-01","12.111999999999998"
"2009-06-01","14.201"
"2009-07-01","15.231"
"2009-08-01","14.655"
"2009-09-01","13.153"
"2009-10-01","10.136000000000001"
"2009-11-01","7.031000000000001"
"2009-12-01","4.31"
"2010-01-01","3.737"
"2010-02-01","4.399"
"2010-03-01","6.7379999999999995"
"2010-04-01","9.671"
"2010-05-01","12.406"
"2010-06-01","14.421"
"2010-07-01","15.213"
"2010-08-01","14.767999999999999"
"2010-09-01","12.863"
"2010-10-01","10.442"
"2010-11-01","7.487"
"2010-12-01","4.292"
"2011-01-01","3.282"
"2011-02-01","3.7430000000000003"
"2011-03-01","6.101"
"2011-04-01","9.483"
"2011-05-01","11.986"
"2011-06-01","14.37"
"2011-07-01","15.482000000000001"
"2011-08-01","15.012"
"2011-09-01","12.912"
"2011-10-01","10.352"
"2011-11-01","6.814"
"2011-12-01","4.6549999999999985"
"2012-01-01","3.157"
"2012-02-01","3.628"
"2012-03-01","6.023"
"2012-04-01","9.675999999999998"
"2012-05-01","12.59"
"2012-06-01","14.492"
"2012-07-01","15.075999999999999"
"2012-08-01","14.72"
"2012-09-01","13.04"
"2012-10-01","10.428"
"2012-11-01","7.1560000000000015"
"2012-12-01","4.102"
"2013-01-01","3.685"
"2013-02-01","4.222"
"2013-03-01","6.261"
"2013-04-01","9.044"
"2013-05-01","12.195"
"2013-06-01","14.568"
"2013-07-01","15.003"
"2013-08-01","14.742"
"2013-09-01","13.154000000000002"
"2013-10-01","10.255999999999998"
"2013-11-01","7.4239999999999995"
"2013-12-01","4.724"
"2014-01-01","3.7319999999999998"
"2014-02-01","3.5"
"2014-03-01","6.377999999999999"
"2014-04-01","9.589"
"2014-05-01","12.582"
"2014-06-01","14.335"
"2014-07-01","14.873"
"2014-08-01","14.875"
"2014-09-01","13.091"
"2014-10-01","10.33"
"2014-11-01","6.712999999999999"
"2014-12-01","4.85"
"2015-01-01","3.881"
"2015-02-01","4.664"
"2015-03-01","6.74"
"2015-04-01","9.313"
"2015-05-01","12.312000000000001"
"2015-06-01","14.505"
"2015-07-01","15.050999999999998"
"2015-08-01","14.755"
"2015-09-01","12.999"
"2015-10-01","10.800999999999998"
"2015-11-01","7.433"
"2015-12-01","5.518"